y,x,twi,tri,spi,slope,water_distance,profile_curvature,plan_curvature,ndvi_2019,hillshade,geologia,dusaf,aspect,dtm_milan,geo_0,geo_1,geo_2,geo_3,geo_4,geo_5,geo_6,lc_11,lc_12,lc_14,lc_21,lc_22,lc_23,lc_31,lc_32,lc_33,lc_41,lc_51,flooded
5037207.5,514782.5,7.4240866,0.22738095,-11.113154,0.85465467,622.0129,-0.060956676,-0.34095547,0.15165603,182.0,1,11,22.564865,123.707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037297.5,514832.5,9.363757,0.6868332,2.1236653,1.5968554,638.9053,-2.2597983,-0.6637901,0.10047155,184.0,1,11,357.4307,124.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037407.5,515122.5,4.681897,4.7403455,-8.370972,13.036308,482.70074,-19.03622,0.11981524,0.06903915,148.0,1,12,88.98554,125.036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038277.5,515087.5,6.2794886,0.8906643,-9.968556,2.6828597,525.0,2.577557,1.2895628,0.15374841,172.0,1,11,152.0681,127.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039097.5,515002.5,8.528913,0.17755093,-12.21798,0.283139,200.9975,0.30167323,0.06565029,0.52869785,180.0,1,11,125.942825,130.265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5048102.5,512207.5,6.6649275,0.44468683,-10.353995,1.8254694,53.851646,-0.058632243,0.6973492,0.6627749,177.0,1,31,186.75824,174.414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014.0
5037812.5,514937.5,12.494821,2.6790051,9.370753,11.847507,628.01276,-1.7723199,-2.9242973,0.22625212,143.0,1,11,110.91874,124.898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039367.5,515167.5,8.081597,0.48133224,0.1477449,1.3283511,60.207973,0.81942666,0.535308,0.3338497,183.0,1,11,4.9489975,130.803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038657.5,515222.5,6.5814834,0.86629856,0.54926634,3.9636674,335.4102,-1.2271036,0.12879245,0.1997943,174.0,1,12,72.270905,128.549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037597.5,515487.5,6.939046,0.7079322,0.19170417,2.7743661,114.01755,-1.3516513,-0.11562838,0.3170135,189.0,1,11,330.31464,124.747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037332.5,514497.5,5.3127546,1.5501254,-9.001824,7.0239177,920.6655,0.14016186,-1.1438347,0.1270358,199.0,1,11,288.9938,124.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5040027.5,515372.5,8.310012,0.17737494,-11.99908,0.35242346,129.80756,-0.49481973,0.4331588,0.28845567,180.0,1,12,151.36232,132.907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038207.5,515317.5,6.668122,0.4229243,-10.35719,1.8196511,297.69952,-0.13898875,-0.2949946,0.15455408,175.0,1,12,132.96028,126.831,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039207.5,515452.5,8.6476,0.59816235,1.8153207,2.010803,207.1835,1.5853096,-0.09877237,0.08809891,175.0,1,12,98.477325,130.193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039347.5,515737.5,6.475729,2.8561075,1.7536122,6.590064,450.0,6.6648808,-2.6190548,0.37582725,196.0,1,12,279.2525,109.035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039762.5,515577.5,7.698394,0.29015702,-11.387462,0.64964217,243.8237,-0.6310154,0.7370266,0.5656697,179.0,1,11,112.82805,131.975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037037.5,515077.5,7.637002,0.3701974,-11.32607,0.6907706,286.007,-1.2574228,0.654595,0.13020419,180.0,1,11,218.77078,123.887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5040017.5,515112.5,8.943201,0.23938718,-12.632269,0.18710189,116.72618,-0.22517094,0.09898678,0.5166743,180.0,1,11,152.65668,133.613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038562.5,515692.5,6.498742,0.5977042,-10.18781,2.1552122,40.0,-0.87175936,0.8403378,0.40084624,186.0,1,11,280.10205,128.156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037582.5,515282.5,8.154394,0.1885843,-1.0236434,0.82348293,300.04166,0.047691584,-0.28031135,0.14367403,179.0,1,11,72.382545,125.444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039582.5,515752.5,7.1722155,0.35755566,-10.861283,1.0994005,418.7183,-0.283564,1.1204888,0.15939957,177.0,1,11,127.37833,130.544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039227.5,514942.5,8.43622,0.15166351,-12.125288,0.31063804,250.0,-0.08500298,0.15895455,0.35180268,180.0,1,11,185.29663,130.842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037657.5,515777.5,5.896564,1.3630164,-9.585632,3.931292,100.0,-4.062857,0.46109903,0.1038576,176.0,1,11,205.21257,125.518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039777.5,515052.5,9.41429,1.0462695,2.9634457,2.3349507,248.24384,-1.7376304,-1.4535728,0.38568935,184.0,1,12,253.03111,132.184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037232.5,514802.5,6.269578,0.5868445,-9.958646,2.709541,621.6309,-0.29223576,0.10376034,0.17586651,188.0,1,11,287.93634,123.835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039197.5,515612.5,7.754427,0.20971477,-11.443495,0.6142445,255.196,-0.19802445,-0.32192582,0.32138592,179.0,1,14,102.928604,129.567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037492.5,514707.5,9.614971,0.60466975,3.2995656,2.4833333,858.2104,-0.14126179,0.22275189,0.1755638,173.0,1,12,111.86243,124.831,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039592.5,515677.5,7.4022245,0.56741667,-0.27147448,1.7466779,343.29288,0.7613035,0.24531227,0.17758487,185.0,1,11,277.25552,130.862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038992.5,515197.5,7.6393137,0.24037366,-11.328382,0.6891756,73.82411,-0.1099654,0.6100053,0.3541463,179.0,1,11,193.45276,130.058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038557.5,515367.5,6.492196,0.7873577,-10.181264,2.1693532,269.11893,-1.4215819,1.9383119,0.16759333,178.0,1,11,62.824936,128.361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038477.5,515702.5,6.7178316,1.6784948,2.2046497,6.8944917,40.0,0.04269283,-2.5172741,0.5184023,179.0,1,11,44.966766,126.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037042.5,514862.5,9.032718,0.34047776,0.4005882,0.8553448,454.53275,1.0319312,-0.7760827,0.16489027,179.0,1,11,176.35226,123.862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037812.5,514587.5,6.4519415,1.6050297,1.7773997,6.747259,975.141,2.934368,-1.6616405,0.2707038,159.0,1,11,119.71789,126.861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038792.5,515657.5,7.467943,0.69053024,0.76139903,2.4526298,99.24717,1.517694,-0.7181764,0.1497326,175.0,1,11,93.54768,128.005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037337.5,514757.5,7.7390785,0.40726346,0.490264,1.8706414,722.30536,0.31578335,-0.248212,0.11125568,176.0,1,12,169.85953,123.885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039272.5,515382.5,9.654088,0.35725898,0.18468016,0.5514209,170.88007,0.6902367,-0.2656349,0.028607767,182.0,1,11,5.814537,130.576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037707.5,515682.5,6.0327916,1.0996786,-9.72186,3.431902,88.45903,-2.0053914,0.75864685,0.12934363,170.0,1,11,147.18454,125.342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039472.5,515107.5,11.836532,0.70289737,4.628947,1.5645567,150.41609,0.62187564,0.705799,0.17325227,184.0,1,11,273.88562,130.553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5041327.5,514947.5,5.282885,2.1659436,-8.971955,7.234659,55.0,0.43746862,5.353423,0.2245004,175.0,1,12,213.46544,138.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037267.5,515142.5,6.98235,0.45224285,-10.671417,1.3291955,379.638,-1.1437709,-0.29974622,0.11736444,179.0,1,12,205.5961,124.679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039767.5,515587.5,10.282087,0.8140743,3.1177201,1.6181072,254.80385,-0.44508216,1.5509505,0.39611837,176.0,1,11,125.49379,131.884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037117.5,514897.5,15.454203,0.16125412,6.42384,0.62708193,476.05148,0.20513065,-0.27091303,0.056801155,179.0,1,11,174.76074,123.657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038747.5,515037.5,9.631806,0.17872304,-1.4024636,0.28192928,365.30807,0.1651604,-0.5867317,0.3056742,181.0,1,11,332.13968,128.658,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5047752.5,512222.5,5.284109,1.5711857,-8.973179,7.225904,29.154758,0.4430433,0.1989637,0.23461092,184.0,1,12,32.568344,171.146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039717.5,515382.5,6.733671,1.9728787,2.18881,6.787164,44.72136,4.0795536,-1.9245356,0.20398013,160.0,1,11,109.843025,131.295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039252.5,514952.5,11.152673,0.27627334,2.2471352,0.6776605,240.46829,0.6285494,-0.32750526,0.27073097,182.0,1,11,276.54834,130.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037317.5,515012.5,6.9996276,0.32097256,-10.688696,1.3064349,511.51733,-0.2903698,0.27362555,0.13228238,181.0,1,11,38.59066,124.862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038577.5,515412.5,12.892431,0.23148188,1.4282023,0.18747911,221.02036,0.5999893,0.28004304,0.1818182,181.0,1,12,308.81003,127.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037712.5,515487.5,7.448395,0.19652787,-11.137463,0.8341332,70.0,-0.09050037,-0.014542114,0.06270319,180.0,1,11,205.4183,124.937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5039957.5,514917.5,15.160994,0.1927685,6.0845184,0.61284083,320.15622,0.30009678,-0.09583827,0.32941607,180.0,1,11,193.51291,132.785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5038767.5,514912.5,6.529032,0.5104884,-10.218101,2.0909672,427.8142,0.4850889,0.2812315,0.14064585,174.0,1,11,140.44339,128.923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037627.5,514952.5,5.2633095,3.9301891,1.8674325,14.515542,609.63104,-7.2532406,8.390833,0.114765815,219.0,1,11,302.23532,123.924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037847.5,515452.5,6.049134,0.77658266,-9.738202,3.3764017,152.06906,-1.001705,-0.3977011,0.32702842,183.0,1,11,31.413586,125.765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037867.5,514852.5,14.051108,2.2986143,6.3326044,1.2085116,721.8379,6.429837,-6.8141203,0.3881471,177.0,1,14,149.35963,125.551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
5037567.5,515402.5,6.78464,0.46270704,-10.473708,1.6196282,201.55643,0.1440832,-0.53984624,0.38487738,180.0,1,12,53.48228,125.078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
